Name,Ticker,Sector,Category
Eugene Investment & Securities Co. Ltd.,001200-KR,Financials,S&P International Small Cap
Vetropack Holding AG Class A,VETN-CH,Materials,S&P International Small Cap
Kintetsu World Express Inc.,9375-JP,Industrials,S&P International Small Cap
TOYO INK SC HOLDINGS CO.LTD.,4634-JP,Materials,S&P International Small Cap
Jaccs Co. Ltd.,8584-JP,Financials,S&P International Small Cap
Nippon Pillar Packing Co. Ltd.,6490-JP,Materials,S&P International Small Cap
Kumiai Chemical Industry Co. Ltd.,4996-JP,Materials,S&P International Small Cap
Nippon Densetsu Kogyo Co. Ltd.,1950-JP,Industrials,S&P International Small Cap
RAKSUL INC.,4384-JP,Industrials,S&P International Small Cap
Capstone Mining Corp.,CS-CA,Materials,S&P International Small Cap
Ontex Group N.V.,ONTEX-BE,Consumer Staples,S&P International Small Cap
Delek Group Ltd.,DLEKG-IL,Energy,S&P International Small Cap
Starhill Global Real Estate Investment Trust,P40U-SG,Real Estate,S&P International Small Cap
NOTE AB,NOTE-SE,Information Technology,S&P International Small Cap
Nishio Rent All Co. Ltd.,9699-JP,Industrials,S&P International Small Cap
Samyang Holdings Corporation,000070-KR,Consumer Staples,S&P International Small Cap
Harvia Oyj,HARVIA-FI,Consumer Discretionary,S&P International Small Cap
Amicogen Inc.,092040-KR,Health Care,S&P International Small Cap
Anicom Holdings Inc.,8715-JP,Financials,S&P International Small Cap
PVA TePla AG,TPE-DE,Information Technology,S&P International Small Cap
Kaufman & Broad SA,KOF-FR,Consumer Discretionary,S&P International Small Cap
Danieli & C.Officine Meccaniche SPA Az. di risp. Non Conv.,DANR-IT,Industrials,S&P International Small Cap
DoubleUGames Co. Ltd.,192080-KR,Consumer Discretionary,S&P International Small Cap
Tsubaki Nakashima Co. Ltd,6464-JP,Industrials,S&P International Small Cap
Starts Corporation Inc.,8850-JP,Real Estate,S&P International Small Cap
BW LPG Ltd.,BWLPG-NO,Energy,S&P International Small Cap
Firm Capital Mortgage Investment Corporation,FC-CA,Financials,S&P International Small Cap
NCC Group plc,NCC-GB,Information Technology,S&P International Small Cap
Deutsche Beteiligungs AG,DBAN-DE,Financials,S&P International Small Cap
Savaria Corporation,SIS-CA,Industrials,S&P International Small Cap
Vastned Retail NV,VASTN-NL,Real Estate,S&P International Small Cap
Biesse S.p.A.,BSS-IT,Industrials,S&P International Small Cap
Yokogawa Bridge Holdings Corp.,5911-JP,Industrials,S&P International Small Cap
PSK INC,319660-KR,Information Technology,S&P International Small Cap
Betsson AB Class B,BETS.B-SE,Consumer Discretionary,S&P International Small Cap
77 Bank Ltd.,8341-JP,Financials,S&P International Small Cap
KOLMAR KOREA CO. LTD,161890-KR,Consumer Staples,S&P International Small Cap
Mimasu Semiconductor Industry Co. Ltd.,8155-JP,Information Technology,S&P International Small Cap
Dentium Co. Ltd.,145720-KR,Health Care,S&P International Small Cap
PI Advanced Materials Co. Ltd.,178920-KR,Materials,S&P International Small Cap
Lotte Chilsung Beverage Co. Ltd,005300-KR,Consumer Staples,S&P International Small Cap
Premier Foods plc,PFD-GB,Consumer Staples,S&P International Small Cap
Avance Gas Holding Ltd.,AGAS-NO,Energy,S&P International Small Cap
Cementir Holding N.V.,CEM-IT,Materials,S&P International Small Cap
Meyer Burger Technology AG,MBTN-CH,Information Technology,S&P International Small Cap
Hanatour Service Inc.,039130-KR,Consumer Discretionary,S&P International Small Cap
ioneer Limited,INR-AU,Materials,S&P International Small Cap
F-Secure Oyj,FSC1V-FI,Information Technology,S&P International Small Cap
Yamaguchi Financial Group Inc.,8418-JP,Financials,S&P International Small Cap
ProQR Therapeutics N.V.,PRQR,Health Care,S&P International Small Cap
Ituran Location and Control Ltd.,ITRN,Information Technology,S&P International Small Cap
Cloetta AB Class B,CLA.B-SE,Consumer Staples,S&P International Small Cap
Samty Co. Ltd.,3244-JP,Real Estate,S&P International Small Cap
BW Offshore Limited,BWO-NO,Energy,S&P International Small Cap
SThree plc,STEM-GB,Industrials,S&P International Small Cap
JTC Plc,JTC-GB,Financials,S&P International Small Cap
Prima Meat PackersLtd.,2281-JP,Consumer Staples,S&P International Small Cap
Hansa Biopharma AB,HNSA-SE,Health Care,S&P International Small Cap
Points International Ltd.,PTS-CA,Consumer Discretionary,S&P International Small Cap
Sanoh Industrial Co. Ltd.,6584-JP,Consumer Discretionary,S&P International Small Cap
Insource Co.Ltd.,6200-JP,Industrials,S&P International Small Cap
VT Holdings Co. Ltd.,7593-JP,Consumer Discretionary,S&P International Small Cap
Daesang Corporation,001680-KR,Consumer Staples,S&P International Small Cap
Esprinet S.p.A.,PRT-IT,Information Technology,S&P International Small Cap
Universal Entertainment Corporation,6425-JP,Consumer Discretionary,S&P International Small Cap
Rami Levi Chain Stores Hashikma Marketing 2006 Ltd,RMLI-IL,Consumer Staples,S&P International Small Cap
Frencken Group Limited,E28-SG,Industrials,S&P International Small Cap
Centuria Industrial REIT,CIP-AU,Real Estate,S&P International Small Cap
Crayon Group Holding ASA,CRAYN-NO,Information Technology,S&P International Small Cap
Techwing Inc.,089030-KR,Information Technology,S&P International Small Cap
Minto Apartment Real Estate Investment Trust,MI.UT-CA,Real Estate,S&P International Small Cap
Bega Cheese Limited,BGA-AU,Consumer Staples,S&P International Small Cap
Compugen Ltd.,CGEN,Health Care,S&P International Small Cap
Medy-Tox Inc.,086900-KR,Health Care,S&P International Small Cap
Young Poong Corporation,000670-KR,Materials,S&P International Small Cap
Ramelius Resources Limited,RMS-AU,Materials,S&P International Small Cap
Taekwang Industrial Co. Ltd.,003240-KR,Materials,S&P International Small Cap
Energix-Renewable Energies Ltd.,ENRG-IL,Utilities,S&P International Small Cap
SOLUM CO. LTD.,248070-KR,Information Technology,S&P International Small Cap
Heijmans NV,HEIJM-NL,Industrials,S&P International Small Cap
Monadelphous Group Limited,MND-AU,Industrials,S&P International Small Cap
Terveystalo Oy Class A,TTALO-FI,Health Care,S&P International Small Cap
Boozt AB,BOOZT-SE,Consumer Discretionary,S&P International Small Cap
4imprint Group plc,FOUR-GB,Communication Services,S&P International Small Cap
SAN-A CO. LTD.,2659-JP,Consumer Staples,S&P International Small Cap
Dexus Industria REIT,ADI-AU,Real Estate,S&P International Small Cap
HEIWADO CO. LTD.,8276-JP,Consumer Staples,S&P International Small Cap
Pilot Corporation,7846-JP,Industrials,S&P International Small Cap
Adaptimmune Therapeutics PLC Sponsored ADR,ADAP,Health Care,S&P International Small Cap
Alaris Equity Partners Income Trust Trust Units Reg S 3c7,AD.UT-CA,Financials,S&P International Small Cap
KYB Corporation,7242-JP,Consumer Discretionary,S&P International Small Cap
CapitaLand China Trust,AU8U-SG,Real Estate,S&P International Small Cap
Virtus Health Ltd.,VRT-AU,Health Care,S&P International Small Cap
Silver Lake Resources Limited,SLR-AU,Materials,S&P International Small Cap
Genovis AB,GENO-SE,Health Care,S&P International Small Cap
Arnoldo Mondadori Editore S.p.A.,MN-IT,Communication Services,S&P International Small Cap
Musti Group Oyj,MUSTI-FI,Consumer Discretionary,S&P International Small Cap
ASKUL Corporation,2678-JP,Consumer Discretionary,S&P International Small Cap
Aktia Pankki Oyj Class A,AKTIA-FI,Financials,S&P International Small Cap
Boryung Pharmaceutical Co. Ltd.,003850-KR,Health Care,S&P International Small Cap
Dongjin Semichem Co. Ltd,005290-KR,Materials,S&P International Small Cap
Derichebourg SA,DBG-FR,Industrials,S&P International Small Cap
Nisshin OilliO Group Ltd.,2602-JP,Consumer Staples,S&P International Small Cap
COMPASS Pathways Plc Sponsored ADR,CMPS,Health Care,S&P International Small Cap
Civitas Social Housing Plc,CSH-GB,Real Estate,S&P International Small Cap
Marusan Securities Co. Ltd.,8613-JP,Financials,S&P International Small Cap
Perfect Medical Health Management Limited,1830-HK,Consumer Discretionary,S&P International Small Cap
Australian Pharmaceutical Industries Ltd,API-AU,Health Care,S&P International Small Cap
Global One Real Estate Investment Corporation,8958-JP,Real Estate,S&P International Small Cap
ArcticZymes Technologies ASA,AZT-NO,Health Care,S&P International Small Cap
Ohsho Food Service Corp.,9936-JP,Consumer Discretionary,S&P International Small Cap
Daibiru Corporation,8806-JP,Real Estate,S&P International Small Cap
Beach Energy Limited,BPT-AU,Energy,S&P International Small Cap
Espec Corp.,6859-JP,Information Technology,S&P International Small Cap
Bonduelle SCA,BON-FR,Consumer Staples,S&P International Small Cap
Dongkuk Steel Mill Co. Ltd,001230-KR,Materials,S&P International Small Cap
Vulcan Energy Resources Ltd.,VUL-AU,Materials,S&P International Small Cap
Nitto Kogyo Corporation,6651-JP,Industrials,S&P International Small Cap
Ascom Holding AG,ASCN-CH,Health Care,S&P International Small Cap
Gunze Limited,3002-JP,Consumer Discretionary,S&P International Small Cap
Nuix Ltd.,NXL-AU,Information Technology,S&P International Small Cap
Japan Lifeline Co. Ltd.,7575-JP,Health Care,S&P International Small Cap
Nobia AB,NOBI-SE,Consumer Discretionary,S&P International Small Cap
Aubay SA,AUB-FR,Information Technology,S&P International Small Cap
C-MER Eye Care Holdings Limited,3309-HK,Health Care,S&P International Small Cap
Hyundai Development Co.,294870-KR,Industrials,S&P International Small Cap
Juroku Financial GroupInc.,7380-JP,Financials,S&P International Small Cap
Uniphar PLC,UPR-IE,Health Care,S&P International Small Cap
MegaStudyEdu Co. Ltd,215200-KR,Consumer Discretionary,S&P International Small Cap
AirTrip Corp.,6191-JP,Consumer Discretionary,S&P International Small Cap
Tokyotokeiba Co. Ltd.,9672-JP,Consumer Discretionary,S&P International Small Cap
De Grey Mining Ltd,DEG-AU,Materials,S&P International Small Cap
Toa Road Corporation,1882-JP,Industrials,S&P International Small Cap
Peyto Exploration & Development Corp.,PEY-CA,Energy,S&P International Small Cap
DO & CO Aktiengesellschaft,DOC-AT,Industrials,S&P International Small Cap
Vivo Energy Plc,VVO-GB,Consumer Discretionary,S&P International Small Cap
Hyakugo Bank Ltd.,8368-JP,Financials,S&P International Small Cap
Tokai Holdings Corporation,3167-JP,Industrials,S&P International Small Cap
Moonpig Group Plc,MOON-GB,Consumer Discretionary,S&P International Small Cap
Hokuetsu Corporation,3865-JP,Materials,S&P International Small Cap
Perenti Global Limited,PRN-AU,Materials,S&P International Small Cap
Tamura Corporation,6768-JP,Information Technology,S&P International Small Cap
Pharming Group NV,PHARM-NL,Health Care,S&P International Small Cap
Nohmi Bosai Ltd.,6744-JP,Information Technology,S&P International Small Cap
Texhong Textile Group Limited,2678-HK,Consumer Discretionary,S&P International Small Cap
Shikoku Electric Power Company Incorporated,9507-JP,Utilities,S&P International Small Cap
MITSUI-SOKO HOLDINGS Co. Ltd.,9302-JP,Industrials,S&P International Small Cap
Max Co. Ltd.,6454-JP,Industrials,S&P International Small Cap
Air New Zealand Limited,AIR-NZ,Industrials,S&P International Small Cap
Bank Of The RyukyusLimited,8399-JP,Financials,S&P International Small Cap
NKMAX Co. Ltd.,182400-KR,Health Care,S&P International Small Cap
Mitsubishi Pencil Company Limited,7976-JP,Industrials,S&P International Small Cap
Bicycle Therapeutics Plc Sponsored ADR,BCYC,Health Care,S&P International Small Cap
RAIZNEXT Corporation,6379-JP,Industrials,S&P International Small Cap
Western Forest Products Inc.,WEF-CA,Materials,S&P International Small Cap
AC Immune SA,ACIU,Health Care,S&P International Small Cap
Autobacs Seven Co. Ltd.,9832-JP,Consumer Discretionary,S&P International Small Cap
Eiken Chemical Co. Ltd.,4549-JP,Health Care,S&P International Small Cap
Spire Healthcare Group PLC,SPI-GB,Health Care,S&P International Small Cap
Australian Strategic Materials Ltd,ASM-AU,Materials,S&P International Small Cap
Healios KK,4593-JP,Health Care,S&P International Small Cap
Nearmap Ltd.,NEA-AU,Information Technology,S&P International Small Cap
Sumitomo Mitsui Construction Co. Ltd.,1821-JP,Industrials,S&P International Small Cap
Kambi Group plc Class B,KAMBI-SE,Consumer Discretionary,S&P International Small Cap
KOREA UNITED PHARM INC.,033270-KR,Health Care,S&P International Small Cap
Argonaut Gold Inc.,AR-CA,Materials,S&P International Small Cap
Zojirushi Corporation,7965-JP,Consumer Discretionary,S&P International Small Cap
Neinor Homes SA,HOME-ES,Consumer Discretionary,S&P International Small Cap
Starts Proceed Investment Corporation,8979-JP,Real Estate,S&P International Small Cap
Hansol Paper Co. Ltd.,213500-KR,Materials,S&P International Small Cap
Fairwood Holdings Limited,52-HK,Consumer Discretionary,S&P International Small Cap
Hutchison Port Holdings Trust,NS8U-SG,Industrials,S&P International Small Cap
Storytel AB Class B,STORY.B-SE,Communication Services,S&P International Small Cap
DongKook Pharmaceutical Co. Ltd.,086450-KR,Health Care,S&P International Small Cap
Mitsubishi Kakoki KaishaLtd.,6331-JP,Industrials,S&P International Small Cap
NIPPON ROAD CO. LTD.,1884-JP,Industrials,S&P International Small Cap
Petropavlovsk PLC,POG-GB,Materials,S&P International Small Cap
Giken Ltd.,6289-JP,Industrials,S&P International Small Cap
Seoul Semiconductor Co. Ltd,046890-KR,Information Technology,S&P International Small Cap
Grieg Seafood ASA,GSF-NO,Consumer Staples,S&P International Small Cap
SK Networks Co. Ltd.,001740-KR,Industrials,S&P International Small Cap
A.G. BARR p.l.c.,BAG-GB,Consumer Staples,S&P International Small Cap
Doman Building Materials Group Ltd,DBM-CA,Industrials,S&P International Small Cap
North American Construction Group Ltd.,NOA-CA,Energy,S&P International Small Cap
AB Science SA,AB-FR,Health Care,S&P International Small Cap
Halfords Group Plc,HFD-GB,Consumer Discretionary,S&P International Small Cap
Sabre Insurance Group Plc,SBRE-GB,Financials,S&P International Small Cap
IDEC Corporation,6652-JP,Industrials,S&P International Small Cap
Oenon Holdings Inc.,2533-JP,Consumer Staples,S&P International Small Cap
Wysiwyg Studios Co. Ltd.,299900-KR,Communication Services,S&P International Small Cap
North Pacific Bank Ltd.,8524-JP,Financials,S&P International Small Cap
Stock Spirits Group Plc,STCK-GB,Consumer Staples,S&P International Small Cap
United Malt Group Ltd.,UMG-AU,Consumer Staples,S&P International Small Cap
UT Group Co.Ltd.,2146-JP,Industrials,S&P International Small Cap
Komori Corporation,6349-JP,Industrials,S&P International Small Cap
Sala Corporation,2734-JP,Energy,S&P International Small Cap
Maxell. Ltd.,6810-JP,Information Technology,S&P International Small Cap
Sanki Engineering Co. Ltd.,1961-JP,Industrials,S&P International Small Cap
Sanyo Special Steel Co. Ltd.,5481-JP,Materials,S&P International Small Cap
FUKUSHIMA GALILEI CO. LTD.,6420-JP,Industrials,S&P International Small Cap
Ypsomed Holding AG,YPSN-CH,Health Care,S&P International Small Cap
MEDINET Co. Ltd.,2370-JP,Health Care,S&P International Small Cap
Mekonomen AB,MEKO-SE,Consumer Discretionary,S&P International Small Cap
WELL Health Technologies Corp.,WELL-CA,Health Care,S&P International Small Cap
Danel (Adir Yeoshua) Ltd.,DANE-IL,Industrials,S&P International Small Cap
Nishimatsuya Chain Co. Ltd.,7545-JP,Consumer Discretionary,S&P International Small Cap
Dorel Industries Inc. Class B,DII.B-CA,Consumer Discretionary,S&P International Small Cap
STRATEC SE,SBS-DE,Health Care,S&P International Small Cap
ITFOR Inc.,4743-JP,Information Technology,S&P International Small Cap
Nepes Corporation,033640-KR,Information Technology,S&P International Small Cap
Rieter Holding AG,RIEN-CH,Industrials,S&P International Small Cap
Colowide Co. Ltd.,7616-JP,Consumer Discretionary,S&P International Small Cap
On The Beach Group PLC,OTB-GB,Consumer Discretionary,S&P International Small Cap
AO World Plc,AO-GB,Consumer Discretionary,S&P International Small Cap
