Name,Ticker,Sector,Category,Weight
EZ TEC Empreendimentos e Participacoes SA,EZTC3-BR,Consumer Discretionary,Emerging Markets Small Cap,0.047044
LIVECHAT Software S.A.,LVC-PL,Information Technology,Emerging Markets Small Cap,0.047000
Hsin Kuang Steel Co. Ltd.,2031-TW,Materials,Emerging Markets Small Cap,0.046997
Saudi Pharmaceutical Industries & Medical Appliances Corp.,2070-SA,Health Care,Emerging Markets Small Cap,0.046853
Union Bank of Taiwan,2838-TW,Financials,Emerging Markets Small Cap,0.046817
BEML Limited,500048-IN,Industrials,Emerging Markets Small Cap,0.046799
JNBY Design Limited,3306-HK,Consumer Discretionary,Emerging Markets Small Cap,0.046745
Galaxy Surfactants Ltd.,540935-IN,Materials,Emerging Markets Small Cap,0.046673
Hua Medicine Ltd.,2552-HK,Health Care,Emerging Markets Small Cap,0.046656
Saudi Real Estate Co.,4020-SA,Real Estate,Emerging Markets Small Cap,0.046630
PChome Online Inc.,8044-TW,Consumer Discretionary,Emerging Markets Small Cap,0.046512
TRG Pakistan Limited,TRG-PK,Industrials,Emerging Markets Small Cap,0.046468
Brookfield India Real Estate Trust,543261-IN,Real Estate,Emerging Markets Small Cap,0.046433
Al Khaleej Training & Education Co.,4290-SA,Consumer Discretionary,Emerging Markets Small Cap,0.046397
Anima Holding SA,ANIM3-BR,Consumer Discretionary,Emerging Markets Small Cap,0.046362
PT Adi Sarana Armada Tbk,ASSA-ID,Industrials,Emerging Markets Small Cap,0.046349
Musharaka REIT Fund,4335-SA,Real Estate,Emerging Markets Small Cap,0.046342
IIFL Wealth Management Ltd.,542772-IN,Financials,Emerging Markets Small Cap,0.046315
Thye Ming Industrial Co.Ltd,9927-TW,Materials,Emerging Markets Small Cap,0.046235
Chia Hsin Cement Corporation,1103-TW,Materials,Emerging Markets Small Cap,0.046146
Sunteck Realty Limited,512179-IN,Real Estate,Emerging Markets Small Cap,0.046062
Mah Sing Group Bhd.,8583-MY,Real Estate,Emerging Markets Small Cap,0.046020
Uxin Ltd. Sponsored ADR,UXIN,Consumer Discretionary,Emerging Markets Small Cap,0.045947
Abdul Mohsen Al-Hokair Group for Tourism & Development Co.,1820-SA,Consumer Discretionary,Emerging Markets Small Cap,0.045776
Duopharma Biotech Bhd.,7148-MY,Health Care,Emerging Markets Small Cap,0.045766
Excelsior Medical Co. Ltd.,4104-TW,Health Care,Emerging Markets Small Cap,0.045697
Gongwin Biopharm Holdings Co. Ltd.,6617-TW,Health Care,Emerging Markets Small Cap,0.045689
CreditAccess Grameen Ltd.,541770-IN,Financials,Emerging Markets Small Cap,0.045669
Heavy Engineering Industries & Shipbuilding Co. (KSC),SHIP-KW,Energy,Emerging Markets Small Cap,0.045640
SOS Limited Sponsored ADR Class A,SOS,Industrials,Emerging Markets Small Cap,0.045603
Career Technology (MFG.) Co. Ltd,6153-TW,Information Technology,Emerging Markets Small Cap,0.045586
MCB Bank Limited,MCB-PK,Financials,Emerging Markets Small Cap,0.045511
Mahindra CIE Automotive Limited,532756-IN,Consumer Discretionary,Emerging Markets Small Cap,0.045500
CK Power Public Co. Ltd. NVDR,CKP.R-TH,Utilities,Emerging Markets Small Cap,0.045479
Global Mixed-Mode Technology Inc.,8081-TW,Information Technology,Emerging Markets Small Cap,0.045457
Innodisk Corp.,5289-TW,Information Technology,Emerging Markets Small Cap,0.045449
Globetronics Technology Bhd.,7022-MY,Information Technology,Emerging Markets Small Cap,0.045439
Amazing Microelectronic Corp.,6411-TW,Information Technology,Emerging Markets Small Cap,0.045435
AlAhli REIT Fund 1,4338-SA,Real Estate,Emerging Markets Small Cap,0.045429
Gaotu Techedu Inc. Sponsored ADR Class A,GOTU,Consumer Discretionary,Emerging Markets Small Cap,0.045384
Lojas Americanas S.A. Pfd,LAME4-BR,Consumer Discretionary,Emerging Markets Small Cap,0.045373
AsiaInfo Technologies Limited,1675-HK,Information Technology,Emerging Markets Small Cap,0.045363
Rallis India Limited,500355-IN,Materials,Emerging Markets Small Cap,0.045348
Koza Anadolu Metal Madencilik Isletmeleri A.S.,KOZAA.E-TR,Materials,Emerging Markets Small Cap,0.045341
Nemak SAB de CV,NEMAKA-MX,Consumer Discretionary,Emerging Markets Small Cap,0.045188
Genetec Technology Bhd.,0104-MY,Information Technology,Emerging Markets Small Cap,0.045072
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,500670-IN,Materials,Emerging Markets Small Cap,0.045029
ENERJISA ENERJI A.S,ENJSA.E-TR,Utilities,Emerging Markets Small Cap,0.044953
PT Metrodata Electronics Tbk,MTDL-ID,Information Technology,Emerging Markets Small Cap,0.044946
Banpu power Public Company Ltd NVDR,BPP.R-TH,Utilities,Emerging Markets Small Cap,0.044774
NOCIL Limited,500730-IN,Materials,Emerging Markets Small Cap,0.044666
O-Bank Co. Ltd.,2897-TW,Financials,Emerging Markets Small Cap,0.044645
AES Andes S.A.,AESANDES-CL,Utilities,Emerging Markets Small Cap,0.044623
Andes Technology Corp.,6533-TW,Information Technology,Emerging Markets Small Cap,0.044544
Sensortek Technology Corp.,6732-TW,Information Technology,Emerging Markets Small Cap,0.044528
Shanghai Chlor-Alkali Chemical Co. Ltd. Class B,900908-CN,Materials,Emerging Markets Small Cap,0.044098
Construtora Tenda SA,TEND3-BR,Consumer Discretionary,Emerging Markets Small Cap,0.044094
Dohome Public Co Ltd NVDR,DOHOME.R-TH,Consumer Discretionary,Emerging Markets Small Cap,0.044090
CCL Products (India) Limited,519600-IN,Consumer Staples,Emerging Markets Small Cap,0.043940
Suprajit Engineering Limited,532509-IN,Consumer Discretionary,Emerging Markets Small Cap,0.043882
Astra Industrial Group,1212-SA,Industrials,Emerging Markets Small Cap,0.043824
CSBC Corp. Taiwan,2208-TW,Industrials,Emerging Markets Small Cap,0.043795
CO-TECH DEVELOPMENT CORP.,8358-TW,Information Technology,Emerging Markets Small Cap,0.043706
Bera Holding AS,BERA.E-TR,Industrials,Emerging Markets Small Cap,0.043696
Altek Corporation,3059-TW,Consumer Discretionary,Emerging Markets Small Cap,0.043687
Huangshan Tourism Development Co. Ltd. Class B,900942-CN,Consumer Discretionary,Emerging Markets Small Cap,0.043680
Saudi Industrial Services Co.,2190-SA,Industrials,Emerging Markets Small Cap,0.043621
UFlex Limited,500148-IN,Materials,Emerging Markets Small Cap,0.043565
Microelectronics Technology Inc.,2314-TW,Information Technology,Emerging Markets Small Cap,0.043538
Vaibhav Global Ltd.,532156-IN,Consumer Discretionary,Emerging Markets Small Cap,0.043498
JM Financial Limited,523405-IN,Financials,Emerging Markets Small Cap,0.043447
Bharat Dynamics Ltd.,541143-IN,Industrials,Emerging Markets Small Cap,0.043432
Greatview Aseptic Packaging Company Limited,468-HK,Materials,Emerging Markets Small Cap,0.043341
National Agricultural Development Co.,6010-SA,Consumer Staples,Emerging Markets Small Cap,0.043315
Bawan Co.,1302-SA,Industrials,Emerging Markets Small Cap,0.043256
Kuo Yang Construction Co. Ltd.,2505-TW,Real Estate,Emerging Markets Small Cap,0.043198
Essex Bio-Technology Limited,1061-HK,Health Care,Emerging Markets Small Cap,0.043151
Fittech Co. Ltd.,6706-TW,Information Technology,Emerging Markets Small Cap,0.042817
Intelbras SA Industria de Telecomunicacao Eletronica Brasileir,INTB3-BR,Information Technology,Emerging Markets Small Cap,0.042798
Lojas Quero-Quero SA,LJQQ3-BR,Consumer Discretionary,Emerging Markets Small Cap,0.042734
TSH Resources Bhd.,9059-MY,Consumer Staples,Emerging Markets Small Cap,0.042701
Sunjuice Holdings Co. Ltd.,1256-TW,Consumer Staples,Emerging Markets Small Cap,0.042686
LandMark Optoelectronics Corp.,3081-TW,Information Technology,Emerging Markets Small Cap,0.042679
Log Commercial Properties e Participacoes SA,LOGG3-BR,Real Estate,Emerging Markets Small Cap,0.042621
Formosan Rubber Group Inc.,2107-TW,Materials,Emerging Markets Small Cap,0.042440
Burger King India Ltd.,543248-IN,Consumer Discretionary,Emerging Markets Small Cap,0.042401
Inke Ltd.,3700-HK,Communication Services,Emerging Markets Small Cap,0.042322
Lungyen Life Service Corporation,5530-TW,Consumer Discretionary,Emerging Markets Small Cap,0.042270
AURAS Technology Co. Ltd.,3324-TW,Information Technology,Emerging Markets Small Cap,0.042255
Boa Vista Servicos SA,BOAS3-BR,Industrials,Emerging Markets Small Cap,0.042077
Mavi Giyim Sanayi ve Ticaret A.S.,MAVI.E-TR,Consumer Discretionary,Emerging Markets Small Cap,0.042011
Mezzan Holding Company KSCC,MEZZAN-KW,Consumer Staples,Emerging Markets Small Cap,0.041978
China Foods Limited,506-HK,Consumer Staples,Emerging Markets Small Cap,0.041899
Ratchthani Leasing Public Co. Ltd. NVDR,THANI.R-TH,Financials,Emerging Markets Small Cap,0.041867
Fine Organic Industries Ltd.,541557-IN,Materials,Emerging Markets Small Cap,0.041837
Qudian Inc. Sponsored ADR Class A,QD,Financials,Emerging Markets Small Cap,0.041836
Young Optics Inc.,3504-TW,Information Technology,Emerging Markets Small Cap,0.041737
SPCG Public Co. Ltd. NVDR,SPCG.R-TH,Utilities,Emerging Markets Small Cap,0.041513
Prima Marine Public Co. Ltd. NVDR,PRM.R-TH,Energy,Emerging Markets Small Cap,0.041418
Sinphar Pharmaceutical Co. Ltd.,1734-TW,Health Care,Emerging Markets Small Cap,0.041364
Brazilian Real,CASH_BRL,Unassigned,Emerging Markets Small Cap,0.041217
Shamal Az-Zour Al-Oula Power and Water Company,AZNOULA-KW,Utilities,Emerging Markets Small Cap,0.041072
Sunny Friend Environmental Technology Co. Ltd.,8341-TW,Industrials,Emerging Markets Small Cap,0.041038
Cleopatra Hospital Company,CLHO-EG,Health Care,Emerging Markets Small Cap,0.040919
Rexon Industrial Corp. Ltd.,1515-TW,Industrials,Emerging Markets Small Cap,0.040853
Develia S.A.,DVL-PL,Real Estate,Emerging Markets Small Cap,0.040745
Huijing Holdings Company Limited,9968-HK,Real Estate,Emerging Markets Small Cap,0.040735
BC Technology Group Limited,863-HK,Financials,Emerging Markets Small Cap,0.040705
Hong Leong Capital Bhd.,5274-MY,Financials,Emerging Markets Small Cap,0.040691
Taiwan Mask Corp.,2338-TW,Information Technology,Emerging Markets Small Cap,0.040670
Medicare Group QSC,MCGS-QA,Health Care,Emerging Markets Small Cap,0.040644
Shipping Corporation of India Limited,523598-IN,Industrials,Emerging Markets Small Cap,0.040544
Logo Yazilim Sanayi ve Ticaret A.S.,LOGO.E-TR,Information Technology,Emerging Markets Small Cap,0.040541
Apex International Co. Ltd.,4927-TW,Information Technology,Emerging Markets Small Cap,0.040433
China Investment Fund Company Limited,612-HK,Financials,Emerging Markets Small Cap,0.040406
RITES Ltd.,541556-IN,Industrials,Emerging Markets Small Cap,0.040397
Kingkey Financial International (Holdings) Ltd.,1468-HK,Consumer Discretionary,Emerging Markets Small Cap,0.040255
Senhwa Biosciences Inc,6492-TW,Health Care,Emerging Markets Small Cap,0.040184
Dynasty Ceramic Public Co. Ltd. NVDR,DCC.R-TH,Industrials,Emerging Markets Small Cap,0.040121
Nazara Technologies Ltd.,543280-IN,Communication Services,Emerging Markets Small Cap,0.040101
Empresa Nacional de Telecomunicaciones S.A.,ENTEL-CL,Communication Services,Emerging Markets Small Cap,0.040028
Genesys Logic Inc.,6104-TW,Information Technology,Emerging Markets Small Cap,0.039988
Guan Chong Bhd.,5102-MY,Consumer Staples,Emerging Markets Small Cap,0.039983
Kindom Construction Corp.,2520-TW,Real Estate,Emerging Markets Small Cap,0.039936
Golden Biotechnology Corp.,4132-TW,Health Care,Emerging Markets Small Cap,0.039846
PT Pakuwon Jati Tbk,PWON-ID,Real Estate,Emerging Markets Small Cap,0.039816
Zepp Health Corporation Sponsored ADR Class A,ZEPP,Information Technology,Emerging Markets Small Cap,0.039799
Murray & Roberts Holdings Limited,MUR-ZA,Industrials,Emerging Markets Small Cap,0.039771
Coremax Corporation,4739-TW,Materials,Emerging Markets Small Cap,0.039703
TSEC Corporation,6443-TW,Information Technology,Emerging Markets Small Cap,0.039667
NIIT Limited,500304-IN,Information Technology,Emerging Markets Small Cap,0.039632
Fire Rock Holdings Ltd,1909-HK,Communication Services,Emerging Markets Small Cap,0.039613
JHSF Participacoes S.A.,JHSF3-BR,Real Estate,Emerging Markets Small Cap,0.039598
Motilal Oswal Financial Services Limited,532892-IN,Financials,Emerging Markets Small Cap,0.039578
Scinopharm Taiwan Ltd.,1789-TW,Health Care,Emerging Markets Small Cap,0.039549
PT M Cash Integrasi Tbk,MCAS-ID,Information Technology,Emerging Markets Small Cap,0.039545
Qinhuangdao Port Co. Ltd. Class A,BF00PL,Industrials,Emerging Markets Small Cap,0.039505
Camil Alimentos SA,CAML3-BR,Consumer Staples,Emerging Markets Small Cap,0.039445
Aeris Industria e Comercio de Equipamentos para Geracao deEnergia S.A.,AERI3-BR,Industrials,Emerging Markets Small Cap,0.039329
Hextar Global Bhd.,5151-MY,Materials,Emerging Markets Small Cap,0.039296
Youdao Inc ADR Class A,DAO,Consumer Discretionary,Emerging Markets Small Cap,0.039279
Azure Power Global Ltd.,AZRE,Utilities,Emerging Markets Small Cap,0.039252
Ras Al Khaimah Ceramics PSC,RAKCEC-AE,Industrials,Emerging Markets Small Cap,0.039247
China Kepei Education Group Limited,1890-HK,Consumer Discretionary,Emerging Markets Small Cap,0.039227
Syarikat Takaful Malaysia Keluarga Bhd.,6139-MY,Financials,Emerging Markets Small Cap,0.039207
Kelington Group Bhd.,0151-MY,Industrials,Emerging Markets Small Cap,0.039191
ATA IMS Berhad,8176-MY,Information Technology,Emerging Markets Small Cap,0.039001
LeaLea Enterprise Co. Ltd.,1444-TW,Consumer Discretionary,Emerging Markets Small Cap,0.038973
HEG Limited,509631-IN,Industrials,Emerging Markets Small Cap,0.038928
Pou Sheng International (Holdings) Ltd.,3813-HK,Consumer Discretionary,Emerging Markets Small Cap,0.038916
Tianli Education International Holding Limited,1773-HK,Consumer Discretionary,Emerging Markets Small Cap,0.038896
PT Erajaya Swasembada Tbk,ERAA-ID,Information Technology,Emerging Markets Small Cap,0.038880
Asia Sermkij Leasing Public Co. Ltd.,ASK-TH,Financials,Emerging Markets Small Cap,0.038864
Thinking Electronic Industrial Co. Ltd.,2428-TW,Information Technology,Emerging Markets Small Cap,0.038823
PT Saratoga Investama Sedaya Tbk,SRTG-ID,Financials,Emerging Markets Small Cap,0.038599
China Harmony Auto Holding Limited,3836-HK,Consumer Discretionary,Emerging Markets Small Cap,0.038492
China General Plastics Corporation,1305-TW,Materials,Emerging Markets Small Cap,0.038479
PPC Ltd.,PPC-ZA,Materials,Emerging Markets Small Cap,0.038454
Tata Teleservices (Maharashtra) Limited,532371-IN,Communication Services,Emerging Markets Small Cap,0.038348
Kandi Technologies Group Inc.,KNDI,Consumer Discretionary,Emerging Markets Small Cap,0.038323
Aviation Lease & Finance Co. KSCC,ALAFCO-KW,Industrials,Emerging Markets Small Cap,0.038299
Chung Hwa Pulp Corp.,1905-TW,Materials,Emerging Markets Small Cap,0.038230
Symphony Limited,517385-IN,Consumer Discretionary,Emerging Markets Small Cap,0.038228
Cheerwin Group Limited,6601-HK,Consumer Staples,Emerging Markets Small Cap,0.038092
Polyplex Corporation Limited,524051-IN,Materials,Emerging Markets Small Cap,0.038088
MPM Corporeos SA,ESPA3-BR,Consumer Discretionary,Emerging Markets Small Cap,0.038031
PT Medikaloka Hermina Tbk,HEAL-ID,Health Care,Emerging Markets Small Cap,0.038022
Aseer Trading. Tourism & Manufacturing Co.,4080-SA,Consumer Staples,Emerging Markets Small Cap,0.037969
Lux Industries Ltd.,539542-IN,Consumer Discretionary,Emerging Markets Small Cap,0.037958
Najran Cement Co.,3002-SA,Materials,Emerging Markets Small Cap,0.037936
Afrimat Limited,AFT-ZA,Materials,Emerging Markets Small Cap,0.037873
Sterling and Wilson Solar Limited,542760-IN,Industrials,Emerging Markets Small Cap,0.037804
Unitech Printed Circuit Board Corp.,2367-TW,Information Technology,Emerging Markets Small Cap,0.037770
Tupy S.A.,TUPY3-BR,Consumer Discretionary,Emerging Markets Small Cap,0.037695
United International Transportation Co. Ltd.,4260-SA,Industrials,Emerging Markets Small Cap,0.037671
Sunkwan Properties Group Limited,6900-HK,Real Estate,Emerging Markets Small Cap,0.037670
Jindal Stainless Limited,532508-IN,Materials,Emerging Markets Small Cap,0.037614
Gulf Warehousing Co.,GWCS-QA,Industrials,Emerging Markets Small Cap,0.037592
Dhipaya Group Holdings Public Company Limited NVDR,TIPH.R-TH,Financials,Emerging Markets Small Cap,0.037539
ABB Power Products & Systems India Ltd.,543187-IN,Industrials,Emerging Markets Small Cap,0.037489
Wowprime Corp.,2727-TW,Consumer Discretionary,Emerging Markets Small Cap,0.037458
Albaraka Turk Katilim Bankasi A.S.,ALBRK.E-TR,Financials,Emerging Markets Small Cap,0.037442
Raymond Limited,500330-IN,Consumer Discretionary,Emerging Markets Small Cap,0.037431
Nuh Cimento Sanayi A.S.,NUHCM.E-TR,Materials,Emerging Markets Small Cap,0.037390
China XLX Fertiliser Ltd.,1866-HK,Materials,Emerging Markets Small Cap,0.037325
Eveready Industries India Ltd,531508-IN,Consumer Staples,Emerging Markets Small Cap,0.037311
Ataa Educational Company,4292-SA,Consumer Discretionary,Emerging Markets Small Cap,0.037271
Saksiam Leasing Public Co Limited NVDR,SAK.R-TH,Financials,Emerging Markets Small Cap,0.037240
S Hotels & Resorts Public Co. Ltd. NVDR,SHR.R-TH,Consumer Discretionary,Emerging Markets Small Cap,0.037146
Lotus Pharmaceutical Co. Ltd.,1795-TW,Health Care,Emerging Markets Small Cap,0.037129
Hota Industrial Manufacturing Co. Ltd.,1536-TW,Consumer Discretionary,Emerging Markets Small Cap,0.037114
Cera Sanitaryware Limited,532443-IN,Industrials,Emerging Markets Small Cap,0.037001
Newborn Town Inc.,9911-HK,Information Technology,Emerging Markets Small Cap,0.036999
Infracommerce CXAAS SA,IFCM3-BR,Communication Services,Emerging Markets Small Cap,0.036944
SpiceJet Limited,500285-IN,Industrials,Emerging Markets Small Cap,0.036922
Xinhua Winshare Publishing & Media Co. Ltd. Class H,811-HK,Consumer Discretionary,Emerging Markets Small Cap,0.036884
CPMC Holdings Limited,906-HK,Materials,Emerging Markets Small Cap,0.036863
eClerx Services Limited,532927-IN,Information Technology,Emerging Markets Small Cap,0.036852
Network18 Media & Investments Ltd.,532798-IN,Communication Services,Emerging Markets Small Cap,0.036813
Luoyang Glass Company Limited Class H,1108-HK,Industrials,Emerging Markets Small Cap,0.036801
FOURLIS HOLDINGS S.A.,FOYRK-GR,Consumer Discretionary,Emerging Markets Small Cap,0.036785
